UID,Query,Prior Knowledge,Counter balance,Group Known,Group Unknown,Validation Reaction Time,Test Reaction Time,DATE,Group Validation Correct,Group Validation Incorrect,ImageNet,Correctness,User Accuracy,User Corrects,Method,GroundTruth,Parent-lvl12,Parent-lvl13,Parent-lvl14,ClassifierCorrectness,DifficultyLevel,ConfidenceScore,ResNet-Prediction,KNN-Prediction,EMD-Prediction,CHM-Prediction,ResNet-Conf,KNN-Conf,EMD-Conf,CHM-Conf,Real GTs,Real WNIDs,Parent-lvl12_real,Parent-lvl13_real,Parent-lvl14_real
6385901,ILSVRC2012_val_00007441.JPEG,1,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n03529860,structure,structure,structure,1,Medium,0.47,home_theater,home_theater,home_theater,home_theater,0.47,0.5,0.9,0.9,['home_theater'],['n03529860'],['structure'],['structure'],['structure']
6385901,ILSVRC2012_val_00026376.JPEG,1,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n03207941,commodity,commodity,commodity,0,Medium,0.51,iron,iron,iron,iron,0.51,0.25,0.4,0.4,['microwave'],['n03761084'],['commodity'],['commodity'],['commodity']
6385901,ILSVRC2012_val_00044723.JPEG,1,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n03903868,structure,structure,structure,1,Easy,0.99,pedestal,pedestal,pedestal,pedestal,0.99,0.75,0.65,0.7,['pedestal'],['n03903868'],['structure'],['structure'],['structure']
6385901,ILSVRC2012_val_00009459.JPEG,1,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n02526121,aquatic_vertebrate,aquatic_vertebrate,aquatic_vertebrate,1,Medium,0.59,coral_reef,puffer,puffer,puffer,0.59,0.45,0.3,0.4,"['eel', 'coral_reef']","['n02526121', 'n09256479']","['aquatic_vertebrate', 'geological_formation']","['aquatic_vertebrate', 'geological_formation']","['aquatic_vertebrate', 'geological_formation']"
6385901,ILSVRC2012_val_00023315.JPEG,1,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n03662601,conveyance,conveyance,conveyance,1,Easy,0.99,lifeboat,lifeboat,lifeboat,lifeboat,0.99,1.0,1.0,1.0,['lifeboat'],['n03662601'],['conveyance'],['conveyance'],['conveyance']
6385901,ILSVRC2012_val_00015126.JPEG,0,4,23,4,392850.3000000119,389359,2022-04-30 23:54:10.736,10,0,27,1,0.9,27,ResNet-50,n02457408,edentate,edentate,edentate,1,Easy,0.99,three-toed_sloth,three-toed_sloth,three-toed_sloth,three-toed_sloth,0.99,1.0,0.95,1.0,['three-toed_sloth'],['n02457408'],['edentate'],['edentate'],['edentate']
6385903,ILSVRC2012_val_00027613.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04557648,container,container,container,0,Easy,0.28,hair_spray,hair_spray,torch,maypole,0.28,0.15,0.15,0.2,['water_bottle'],['n04557648'],['container'],['container'],['container']
6385903,ILSVRC2012_val_00032617.JPEG,0,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n01828970,bird,bird,bird,1,Easy,0.99,bee_eater,bee_eater,bee_eater,bee_eater,0.99,1.0,1.0,1.0,['bee_eater'],['n01828970'],['bird'],['bird'],['bird']
6385903,ILSVRC2012_val_00001506.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02690373,conveyance,conveyance,conveyance,1,Easy,0.89,airliner,airliner,airliner,airliner,0.89,0.9,0.85,0.85,['airliner'],['n02690373'],['conveyance'],['conveyance'],['conveyance']
6385903,ILSVRC2012_val_00040087.JPEG,0,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02437312,ungulate,ungulate,ungulate,1,Easy,0.99,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,0.99,1.0,1.0,1.0,['Arabian_camel'],['n02437312'],['ungulate'],['ungulate'],['ungulate']
6385903,ILSVRC2012_val_00023523.JPEG,0,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02276258,invertebrate,invertebrate,invertebrate,0,Medium,0.69,admiral,admiral,admiral,admiral,0.69,0.75,0.8,0.9,['monarch'],['n02279972'],['invertebrate'],['invertebrate'],['invertebrate']
6385903,ILSVRC2012_val_00004457.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,0,0.8666666666666667,26,ResNet-50,n04209133,commodity,commodity,commodity,0,Medium,0.39,bathing_cap,sea_lion,sea_lion,fountain,0.39,0.15,0.1,0.15,['shower_cap'],['n04209133'],['commodity'],['commodity'],['commodity']
6385903,ILSVRC2012_val_00047545.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02643566,aquatic_vertebrate,aquatic_vertebrate,aquatic_vertebrate,1,Easy,0.99,lionfish,lionfish,lionfish,lionfish,0.99,1.0,1.0,1.0,['lionfish'],['n02643566'],['aquatic_vertebrate'],['aquatic_vertebrate'],['aquatic_vertebrate']
6385903,ILSVRC2012_val_00040370.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,0,0.8666666666666667,26,ResNet-50,n03045698,covering,covering,covering,0,Medium,0.68,vestment,cloak,vestment,abaya,0.68,0.35,0.35,0.35,['academic_gown'],['n02669723'],['commodity'],['commodity'],['commodity']
6385903,ILSVRC2012_val_00007993.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02747177,container,container,container,0,Easy,0.3,bottlecap,lens_cap,bottlecap,lens_cap,0.3,0.4,0.35,0.45,['cup'],['n07930864'],['matter'],['matter'],['matter']
6385903,ILSVRC2012_val_00011814.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04479046,commodity,commodity,commodity,0,Easy,0.33,yurt,overskirt,sleeping_bag,bassinet,0.33,0.15,0.15,0.2,['trench_coat'],['n04479046'],['commodity'],['commodity'],['commodity']
6385903,ILSVRC2012_val_00009931.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n03467068,device,device,device,1,Easy,0.99,guillotine,guillotine,guillotine,guillotine,0.99,0.95,0.9,1.0,['guillotine'],['n03467068'],['device'],['device'],['device']
6385903,ILSVRC2012_val_00027763.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02106662,carnivore,canine,dog,1,Medium,0.73,German_shepherd,German_shepherd,German_shepherd,German_shepherd,0.73,0.85,0.8,0.65,['German_shepherd'],['n02106662'],['carnivore'],['canine'],['dog']
6385903,ILSVRC2012_val_00018429.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n06359193,device,device,device,1,Easy,0.99,web_site,web_site,web_site,web_site,0.99,1.0,1.0,1.0,['web_site'],['n06359193'],['device'],['device'],['device']
6385903,ILSVRC2012_val_00027531.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04238763,device,device,device,0,Medium,0.51,letter_opener,letter_opener,slide_rule,letter_opener,0.51,0.25,0.35,0.35,"['rule', 'slide_rule']","['n04118776', 'n04238763']","['device', 'device']","['device', 'device']","['device', 'device']"
6385903,ILSVRC2012_val_00016004.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n03775071,commodity,commodity,commodity,1,Easy,0.91,mitten,mitten,mitten,mitten,0.91,0.8,1.0,0.95,['mitten'],['n03775071'],['commodity'],['commodity'],['commodity']
6385903,ILSVRC2012_val_00018204.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n01739381,reptile,reptile,reptile,0,Medium,0.49,knot,knot,knot,knot,0.49,0.55,0.65,0.6,['vine_snake'],['n01739381'],['reptile'],['reptile'],['reptile']
6385903,ILSVRC2012_val_00037004.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02128925,carnivore,feline,feline,1,Easy,0.92,jaguar,jaguar,jaguar,jaguar,0.92,0.8,0.7,0.9,['jaguar'],['n02128925'],['carnivore'],['feline'],['feline']
6385903,ILSVRC2012_val_00023948.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n07742313,natural_object,natural_object,natural_object,1,Easy,0.95,Granny_Smith,Granny_Smith,Granny_Smith,Granny_Smith,0.95,0.95,0.95,0.95,['Granny_Smith'],['n07742313'],['natural_object'],['natural_object'],['natural_object']
6385903,ILSVRC2012_val_00025202.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,0,0.8666666666666667,26,ResNet-50,n04041544,system,system,system,0,Medium,0.43,CD_player,CD_player,CD_player,CD_player,0.43,0.6,0.55,0.55,['radio'],['n04041544'],['system'],['system'],['system']
6385903,ILSVRC2012_val_00017047.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n07695742,matter,matter,matter,1,Easy,0.99,pretzel,pretzel,pretzel,pretzel,0.99,0.9,0.9,1.0,['pretzel'],['n07695742'],['matter'],['matter'],['matter']
6385903,ILSVRC2012_val_00030091.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02804610,device,device,device,1,Easy,0.99,bassoon,bassoon,bassoon,bassoon,0.99,1.0,1.0,1.0,['bassoon'],['n02804610'],['device'],['device'],['device']
6385903,ILSVRC2012_val_00037404.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n03534580,commodity,commodity,commodity,0,Easy,0.2,groom,groom,groom,gown,0.2,0.3,0.4,0.15,"['park_bench', 'gown', 'hoopskirt']","['n03891251', 'n03450230', 'n03534580']","['furnishing', 'commodity', 'commodity']","['furnishing', 'commodity', 'commodity']","['furnishing', 'commodity', 'commodity']"
6385903,ILSVRC2012_val_00032391.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,0,0.8666666666666667,26,ResNet-50,n03690938,toiletry,toiletry,toiletry,0,Hard,0.83,lotion,lotion,lotion,lotion,0.83,0.7,0.65,0.8,['hair_spray'],['n03476991'],['toiletry'],['toiletry'],['toiletry']
6385903,ILSVRC2012_val_00019243.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04589890,covering,covering,covering,1,Easy,0.99,window_screen,window_screen,window_screen,window_screen,0.99,1.0,1.0,1.0,['window_screen'],['n04589890'],['covering'],['covering'],['covering']
6385903,ILSVRC2012_val_00031585.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02397096,ungulate,ungulate,ungulate,1,Easy,0.99,warthog,warthog,warthog,warthog,0.99,0.9,0.9,0.95,['warthog'],['n02397096'],['ungulate'],['ungulate'],['ungulate']
6385903,ILSVRC2012_val_00021565.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04204238,container,container,container,1,Medium,0.58,hamper,hamper,hamper,hamper,0.58,0.85,0.85,0.85,"['hamper', 'shopping_basket']","['n03482405', 'n04204238']","['container', 'container']","['container', 'container']","['container', 'container']"
6385903,ILSVRC2012_val_00038425.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04141327,covering,covering,covering,1,Hard,0.2,scabbard,scabbard,scabbard,scabbard,0.2,0.3,0.2,0.5,['scabbard'],['n04141327'],['covering'],['covering'],['covering']
6385903,ILSVRC2012_val_00009039.JPEG,0,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n02108422,carnivore,canine,dog,0,Medium,0.35,Rhodesian_ridgeback,Rhodesian_ridgeback,boxer,Rhodesian_ridgeback,0.35,0.35,0.45,0.45,['soccer_ball'],['n04254680'],['equipment'],['equipment'],['equipment']
6385903,ILSVRC2012_val_00008942.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n03216828,structure,structure,structure,1,Medium,0.51,dock,pirate,pirate,pirate,0.51,0.7,0.75,0.85,['dock'],['n03216828'],['structure'],['structure'],['structure']
6385903,ILSVRC2012_val_00038450.JPEG,1,1,22,4,344233.3000000119,341913,2022-04-30 23:53:20.415,10,0,26,1,0.8666666666666667,26,ResNet-50,n04273569,conveyance,conveyance,conveyance,1,Easy,0.89,speedboat,speedboat,speedboat,speedboat,0.89,0.95,0.85,0.95,"['speedboat', 'paddle']","['n04273569', 'n03873416']","['conveyance', 'implement']","['conveyance', 'implement']","['conveyance', 'implement']"
6385905,ILSVRC2012_val_00029858.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n04209133,commodity,commodity,commodity,0,Easy,0.1,iron,pajama,dishwasher,cleaver,0.1,0.15,0.15,0.1,['shower_cap'],['n04209133'],['commodity'],['commodity'],['commodity']
6385905,ILSVRC2012_val_00033075.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03272562,container,container,container,1,Easy,0.95,electric_locomotive,electric_locomotive,electric_locomotive,electric_locomotive,0.95,1.0,0.95,1.0,['electric_locomotive'],['n03272562'],['container'],['container'],['container']
6385905,ILSVRC2012_val_00028479.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03976467,equipment,equipment,equipment,1,Easy,0.99,Polaroid_camera,Polaroid_camera,Polaroid_camera,Polaroid_camera,0.99,1.0,1.0,1.0,['Polaroid_camera'],['n03976467'],['equipment'],['equipment'],['equipment']
6385905,ILSVRC2012_val_00032557.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02102480,carnivore,canine,dog,1,Medium,0.54,Irish_setter,Irish_setter,Irish_setter,Irish_setter,0.54,0.75,0.8,0.85,['Irish_setter'],['n02100877'],['carnivore'],['canine'],['dog']
6385905,ILSVRC2012_val_00024224.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n07714571,matter,matter,matter,0,Easy,0.05,sleeping_bag,brassiere,guacamole,guacamole,0.05,0.1,0.25,0.25,"['plate', 'sock', 'head_cabbage']","['n07579787', 'n04254777', 'n07714571']","['matter', 'commodity', 'matter']","['matter', 'commodity', 'matter']","['matter', 'commodity', 'matter']"
6385905,ILSVRC2012_val_00001426.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03042490,structure,structure,structure,1,Easy,0.99,cliff_dwelling,cliff_dwelling,cliff_dwelling,cliff_dwelling,0.99,0.95,0.85,0.9,['cliff_dwelling'],['n03042490'],['structure'],['structure'],['structure']
6385905,ILSVRC2012_val_00012566.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02099712,carnivore,canine,dog,1,Easy,0.88,Labrador_retriever,Labrador_retriever,golden_retriever,Labrador_retriever,0.88,0.65,0.5,0.7,['Labrador_retriever'],['n02099712'],['carnivore'],['canine'],['dog']
6385905,ILSVRC2012_val_00006704.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02091635,carnivore,canine,dog,0,Easy,0.17,Border_terrier,Norfolk_terrier,Border_terrier,Norfolk_terrier,0.17,0.25,0.3,0.3,['otterhound'],['n02091635'],['carnivore'],['canine'],['dog']
6385905,ILSVRC2012_val_00043267.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n04081281,structure,structure,structure,0,Hard,0.9,bakery,bakery,bakery,bakery,0.9,0.7,0.55,0.85,"['restaurant', 'plate']","['n04081281', 'n07579787']","['structure', 'matter']","['structure', 'matter']","['structure', 'matter']"
6385905,ILSVRC2012_val_00017505.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n01644373,amphibian,amphibian,amphibian,1,Easy,0.98,tree_frog,tree_frog,tree_frog,tree_frog,0.98,0.95,0.95,0.95,['tree_frog'],['n01644373'],['amphibian'],['amphibian'],['amphibian']
6385905,ILSVRC2012_val_00008621.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n04367480,implement,implement,implement,1,Easy,0.97,swab,swab,swab,swab,0.97,0.9,0.85,0.95,['swab'],['n04367480'],['implement'],['implement'],['implement']
6385905,ILSVRC2012_val_00018140.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03637318,covering,covering,covering,1,Medium,0.71,table_lamp,table_lamp,table_lamp,table_lamp,0.71,0.8,0.6,0.6,['table_lamp'],['n04380533'],['furnishing'],['furnishing'],['furnishing']
6385905,ILSVRC2012_val_00033916.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02112706,carnivore,canine,dog,1,Easy,0.86,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,0.86,0.8,0.7,0.75,['Brabancon_griffon'],['n02112706'],['carnivore'],['canine'],['dog']
6385905,ILSVRC2012_val_00017536.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,0,0.8333333333333334,25,ResNet-50,n02981792,conveyance,conveyance,conveyance,0,Medium,0.69,catamaran,catamaran,catamaran,catamaran,0.69,0.7,0.5,0.5,['yawl'],['n04612504'],['conveyance'],['conveyance'],['conveyance']
6385905,ILSVRC2012_val_00006859.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n01687978,reptile,reptile,reptile,1,Easy,0.99,agama,agama,agama,agama,0.99,1.0,1.0,1.0,['agama'],['n01687978'],['reptile'],['reptile'],['reptile']
6385905,ILSVRC2012_val_00018483.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03272562,container,container,container,1,Easy,0.92,electric_locomotive,electric_locomotive,electric_locomotive,electric_locomotive,0.92,0.95,1.0,1.0,"['electric_locomotive', 'steam_locomotive']","['n03272562', 'n04310018']","['container', 'container']","['container', 'container']","['container', 'container']"
6385905,ILSVRC2012_val_00042110.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,0,0.8333333333333334,25,ResNet-50,n02325366,lagomorph,lagomorph,lagomorph,0,Medium,0.66,hare,wood_rabbit,wood_rabbit,wood_rabbit,0.66,0.5,0.65,0.6,['wood_rabbit'],['n02325366'],['lagomorph'],['lagomorph'],['lagomorph']
6385905,ILSVRC2012_val_00021895.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02640242,aquatic_vertebrate,aquatic_vertebrate,aquatic_vertebrate,1,Easy,0.99,sturgeon,sturgeon,sturgeon,sturgeon,0.99,1.0,1.0,1.0,['sturgeon'],['n02640242'],['aquatic_vertebrate'],['aquatic_vertebrate'],['aquatic_vertebrate']
6385905,ILSVRC2012_val_00024705.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,0,0.8333333333333334,25,ResNet-50,n04552348,conveyance,conveyance,conveyance,0,Medium,0.74,warplane,warplane,warplane,space_shuttle,0.74,0.65,0.55,0.45,"['space_shuttle', 'wing', 'airliner']","['n04266014', 'n04592741', 'n02690373']","['conveyance', 'device', 'conveyance']","['conveyance', 'device', 'conveyance']","['conveyance', 'device', 'conveyance']"
6385905,ILSVRC2012_val_00033511.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03788365,covering,covering,covering,1,Easy,0.99,mosquito_net,mosquito_net,mosquito_net,mosquito_net,0.99,1.0,1.0,1.0,['mosquito_net'],['n03788365'],['covering'],['covering'],['covering']
6385905,ILSVRC2012_val_00012239.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03179701,furnishing,furnishing,furnishing,0,Medium,0.37,desktop_computer,desk,desk,desk,0.37,0.4,0.3,0.4,"['monitor', 'desk', 'screen']","['n03782006', 'n03179701', 'n04152593']","['equipment', 'furnishing', 'device']","['equipment', 'furnishing', 'device']","['equipment', 'furnishing', 'device']"
6385905,ILSVRC2012_val_00020027.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02797295,container,container,container,0,Medium,0.54,rocking_chair,plow,plow,plow,0.54,0.25,0.3,0.45,['barrow'],['n02797295'],['container'],['container'],['container']
6385905,ILSVRC2012_val_00010783.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n04591157,commodity,commodity,commodity,0,Easy,0.25,space_heater,envelope,carton,envelope,0.25,0.15,0.1,0.1,['Windsor_tie'],['n04591157'],['commodity'],['commodity'],['commodity']
6385905,ILSVRC2012_val_00004501.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02676566,device,device,device,0,Easy,0.27,wooden_spoon,toyshop,Siberian_husky,toyshop,0.27,0.15,0.05,0.2,"['acoustic_guitar', 'sunglass', 'sunglasses']","['n02676566', 'n04355933', 'n04356056']","['device', 'device', 'device']","['device', 'device', 'device']","['device', 'device', 'device']"
6385905,ILSVRC2012_val_00030600.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,0,0.8333333333333334,25,ResNet-50,n03347037,covering,covering,covering,1,Easy,0.93,fire_screen,fire_screen,fire_screen,fire_screen,0.93,1.0,0.85,0.95,['fire_screen'],['n03347037'],['covering'],['covering'],['covering']
6385905,ILSVRC2012_val_00016965.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n02815834,container,container,container,1,Easy,0.99,beaker,beaker,beaker,beaker,0.99,0.95,1.0,0.95,['beaker'],['n02815834'],['container'],['container'],['container']
6385905,ILSVRC2012_val_00006885.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n04118538,equipment,equipment,equipment,1,Easy,0.99,rugby_ball,rugby_ball,rugby_ball,rugby_ball,0.99,1.0,1.0,1.0,['rugby_ball'],['n04118538'],['equipment'],['equipment'],['equipment']
6385905,ILSVRC2012_val_00048435.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n03000134,structure,structure,structure,0,Easy,0.27,pier,pier,crane,crane,0.27,0.35,0.25,0.3,['chainlink_fence'],['n03000134'],['structure'],['structure'],['structure']
6385905,ILSVRC2012_val_00029286.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,1,0.8333333333333334,25,ResNet-50,n07875152,matter,matter,matter,1,Easy,0.99,potpie,potpie,potpie,potpie,0.99,1.0,1.0,1.0,['potpie'],['n07875152'],['matter'],['matter'],['matter']
6385905,ILSVRC2012_val_00008093.JPEG,1,7,25,0,445723.60000002384,444028,2022-04-30 23:54:37.885,10,0,25,0,0.8333333333333334,25,ResNet-50,n02504013,pachyderm,pachyderm,pachyderm,0,Medium,0.64,tusker,tusker,tusker,tusker,0.64,0.85,0.7,0.8,['Indian_elephant'],['n02504013'],['pachyderm'],['pachyderm'],['pachyderm']
6385906,ILSVRC2012_val_00001963.JPEG,1,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,1,0.6666666666666666,20,ResNet-50,n02105855,carnivore,canine,dog,1,Medium,0.71,Shetland_sheepdog,Shetland_sheepdog,Shetland_sheepdog,Shetland_sheepdog,0.71,0.75,0.9,0.9,['Shetland_sheepdog'],['n02105855'],['carnivore'],['canine'],['dog']
6385906,ILSVRC2012_val_00047742.JPEG,1,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,1,0.6666666666666666,20,ResNet-50,n04265275,device,device,device,0,Medium,0.66,window_shade,space_heater,space_heater,space_heater,0.66,0.5,0.5,0.5,['space_heater'],['n04265275'],['device'],['device'],['device']
6385906,ILSVRC2012_val_00046717.JPEG,0,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,0,0.6666666666666666,20,ResNet-50,n02094433,carnivore,canine,dog,0,Medium,0.68,Australian_terrier,Australian_terrier,Australian_terrier,silky_terrier,0.68,0.35,0.45,0.45,"['Yorkshire_terrier', 'paper_towel']","['n02094433', 'n03887697']","['carnivore', 'fabric']","['canine', 'fabric']","['dog', 'fabric']"
6385906,ILSVRC2012_val_00025378.JPEG,1,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,0,0.6666666666666666,20,ResNet-50,n01693334,reptile,reptile,reptile,0,Hard,0.77,green_lizard,green_lizard,green_lizard,green_lizard,0.77,0.7,0.7,0.8,['American_chameleon'],['n01682714'],['reptile'],['reptile'],['reptile']
6385906,ILSVRC2012_val_00004432.JPEG,1,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,1,0.6666666666666666,20,ResNet-50,n03124043,covering,covering,covering,1,Easy,0.99,cowboy_boot,cowboy_boot,cowboy_boot,cowboy_boot,0.99,1.0,1.0,1.0,['cowboy_boot'],['n03124043'],['covering'],['covering'],['covering']
6385906,ILSVRC2012_val_00036205.JPEG,1,11,17,3,491539.59999990463,487727,2022-05-01 00:00:27.770,10,0,20,1,0.6666666666666666,20,ResNet-50,n04404412,system,system,system,0,Easy,0.11,comic_book,suit,suit,suit,0.11,0.2,0.2,0.2,"['suit', 'microphone', 'television']","['n04350905', 'n03759954', 'n04404412']","['commodity', 'device', 'system']","['commodity', 'device', 'system']","['commodity', 'device', 'system']"
